标题,作者,赞同,原文链接,正文相关度分,严格小学相关度分,正文抓取状态,本地Markdown
到底要不要买北京学区房？,汤有为,7,https://www.zhihu.com/question/638488455/answer/1971621806474498256,163,213,已抓取正文,output/zhihu_xicheng/markdown/885-到底要不要买北京学区房？-1971621806474498256.md
非京籍幼升小政策有哪些，需要准备哪些材料？,私立学校指南,0,https://www.zhihu.com/question/1941173041490028069/answer/1941804471572215659,232,211,已抓取正文,output/zhihu_xicheng/markdown/1053-非京籍幼升小政策有哪些，需要准备哪些材料？-1941804471572215659.md
孩子2025年上小学，东城西城选哪个小学？,tboxi,0,https://www.zhihu.com/question/9342461525/answer/77524539230,170,211,已抓取正文,output/zhihu_xicheng/markdown/821-孩子2025年上小学，东城西城选哪个小学？-77524539230.md
学区房买北京西城东城，还是朝阳？,慢琢玖居,0,https://www.zhihu.com/question/463574027/answer/3368825082,148,211,已抓取正文,output/zhihu_xicheng/markdown/702-学区房买北京西城东城，还是朝阳？-3368825082.md
北京房产，广内片区和望京片区是否应该趁着22年小阳春抛掉?,三人行,10,https://www.zhihu.com/question/517679268/answer/2364054861,185,209,已抓取正文,output/zhihu_xicheng/markdown/922-北京房产，广内片区和望京片区是否应该趁着22年小阳春抛掉-2364054861.md
北京市西城区学区房如果有能力买，是不是最好是买呢？,爱吃素鱼的烧卖,1,https://www.zhihu.com/question/436250033/answer/1652612130,174,209,已抓取正文,output/zhihu_xicheng/markdown/181-北京市西城区学区房如果有能力买，是不是最好是买呢？-1652612130.md
在北京市第十五中学就读是怎样的一种体验？,NEON22,40,https://www.zhihu.com/question/28153669/answer/165038752,209,208,已抓取正文,output/zhihu_xicheng/markdown/945-在北京市第十五中学就读是怎样的一种体验？-165038752.md
500万首付，贷款能力弱，北京西城、东城学区该如何选择?,三人行,1,https://www.zhihu.com/question/470638631/answer/3098956231,142,206,已抓取正文,output/zhihu_xicheng/markdown/812-500万首付，贷款能力弱，北京西城、东城学区该如何选择-3098956231.md
东城西城哪几个学区性价比最高相对安全？,郝正闯,9,https://www.zhihu.com/question/470439287/answer/2152353571,178,205,已抓取正文,output/zhihu_xicheng/markdown/592-东城西城哪几个学区性价比最高相对安全？-2152353571.md
北京集体户口孩子在北京上小学，有哪些政策要求？,私立学校指南,0,https://www.zhihu.com/question/1961474052288931766/answer/1961736813854032338,243,204,已抓取正文,output/zhihu_xicheng/markdown/934-北京集体户口孩子在北京上小学，有哪些政策要求？-1961736813854032338.md
西城的四中、实验、八中能不能做到最差都能上个北工大?,章夏,437,https://www.zhihu.com/question/635605387/answer/3403116291,203,204,已抓取正文,output/zhihu_xicheng/markdown/308-西城的四中、实验、八中能不能做到最差都能上个北工大-3403116291.md
同时拥有朝阳工作居住证、西城工作居住证，小学怎么选？,专攻企业服务,0,https://www.zhihu.com/question/558207060/answer/2749462571,207,203,已抓取正文,output/zhihu_xicheng/markdown/506-同时拥有朝阳工作居住证、西城工作居住证，小学怎么选？-2749462571.md
西城教委的同志们，明年非京幼升小可能会增加哪方面的限制？,三人行,0,https://www.zhihu.com/question/35421281/answer/3569104165,183,200,已抓取正文,output/zhihu_xicheng/markdown/441-西城教委的同志们，明年非京幼升小可能会增加哪方面的限制？-3569104165.md
公司给北京西城户口，买房买到其他区，以后孩子上学可以在西城区上吗？,观澜,6,https://www.zhihu.com/question/311627937/answer/593002720,181,200,已抓取正文,output/zhihu_xicheng/markdown/281-公司给北京西城户口，买房买到其他区，以后孩子上学可以在西城区上吗？-593002720.md
非京籍孩子上学，请过来人给点指点?,会当凌绝顶,0,https://www.zhihu.com/question/659123229/answer/2027084393571722725,204,199,已抓取正文,output/zhihu_xicheng/markdown/1012-非京籍孩子上学，请过来人给点指点-2027084393571722725.md
小学跨省转学麻烦么？,三人行,2,https://www.zhihu.com/question/283914962/answer/3278549254,362,197,已抓取正文,output/zhihu_xicheng/markdown/1032-小学跨省转学麻烦么？-3278549254.md
北京西城区金融街的小房子，还值得持有不？,帝都C博,3,https://www.zhihu.com/question/604184575/answer/3056696557,166,197,已抓取正文,output/zhihu_xicheng/markdown/249-北京西城区金融街的小房子，还值得持有不？-3056696557.md
海淀二流二类小学，西城最差学区，如何选择？,陆子初,6,https://www.zhihu.com/question/445389155/answer/1741111323,164,196,已抓取正文,output/zhihu_xicheng/markdown/491-海淀二流二类小学，西城最差学区，如何选择？-1741111323.md
如果北京买房子入学条件是什么？,欲语,2,https://www.zhihu.com/question/626281231/answer/3252294070,162,196,已抓取正文,output/zhihu_xicheng/markdown/926-如果北京买房子入学条件是什么？-3252294070.md
非京籍幼升小如何办理在京就读证明？,私立学校指南,1,https://www.zhihu.com/question/516685410/answer/2349006378,205,195,已抓取正文,output/zhihu_xicheng/markdown/1039-非京籍幼升小如何办理在京就读证明？-2349006378.md
孩子2025年上小学，东城西城选哪个小学？,三人行,1,https://www.zhihu.com/question/9342461525/answer/78164546799,162,195,已抓取正文,output/zhihu_xicheng/markdown/680-孩子2025年上小学，东城西城选哪个小学？-78164546799.md
买西城的学区房，还是海淀的?,拥抱制皂,3,https://www.zhihu.com/question/20829694/answer/103075109,157,193,已抓取正文,output/zhihu_xicheng/markdown/596-买西城的学区房，还是海淀的-103075109.md
孩子四升五转学去海淀还是小升初去西城？,我叫小博,0,https://www.zhihu.com/question/648726386/answer/3434393515,191,192,已抓取正文,output/zhihu_xicheng/markdown/485-孩子四升五转学去海淀还是小升初去西城？-3434393515.md
500万首付，贷款能力弱，北京西城、东城学区该如何选择?,白茶,0,https://www.zhihu.com/question/470638631/answer/1999035012,168,191,已抓取正文,output/zhihu_xicheng/markdown/413-500万首付，贷款能力弱，北京西城、东城学区该如何选择-1999035012.md
2024 年入学 731后西城还是东城？,老鹤,1,https://www.zhihu.com/question/471366886/answer/1992407478,163,190,已抓取正文,output/zhihu_xicheng/markdown/520-2024-年入学-731后西城还是东城？-1992407478.md
现在很多家长送孩子去私立小学，私立小学真的比公立小学好吗？,流年一局棋,169,https://www.zhihu.com/question/292948953/answer/1164487763,145,189,已抓取正文,output/zhihu_xicheng/markdown/1054-现在很多家长送孩子去私立小学，私立小学真的比公立小学好吗？-1164487763.md
对于孩子上学来说买学区房，真的就那么重要吗？,马力,7,https://www.zhihu.com/question/408817247/answer/1454051379,141,189,已抓取正文,output/zhihu_xicheng/markdown/1061-对于孩子上学来说买学区房，真的就那么重要吗？-1454051379.md
请问北京市三帆中学和十三中分校哪个好？,知乎用户y4Y7aa,22,https://www.zhihu.com/question/60175043/answer/241014001,176,188,已抓取正文,output/zhihu_xicheng/markdown/416-请问北京市三帆中学和十三中分校哪个好？-241014001.md
北京二环内“老破小”的末日，是不是已经或是马上来了？尽早下车为宜？,吴雾,84,https://www.zhihu.com/question/586461603/answer/3169512683,157,187,已抓取正文,output/zhihu_xicheng/markdown/1055-北京二环内“老破小”的末日，是不是已经或是马上来了？尽早下车为宜？-3169512683.md
北京西城德胜中学怎么样？,三人行,2,https://www.zhihu.com/question/475985609/answer/3070257738,190,186,已抓取正文,output/zhihu_xicheng/markdown/809-北京西城德胜中学怎么样？-3070257738.md
北京十五中和北京十二中哪个更好些？,杜立兴,5,https://www.zhihu.com/question/61977570/answer/1416971444,169,185,已抓取正文,output/zhihu_xicheng/markdown/963-北京十五中和北京十二中哪个更好些？-1416971444.md
如何评价北京大栅栏学区的炭儿胡同小学？,十六夜沦散,78,https://www.zhihu.com/question/348578048/answer/878349949,158,185,已抓取正文,output/zhihu_xicheng/markdown/899-如何评价北京大栅栏学区的炭儿胡同小学？-878349949.md
预算650万左右，西城学区陶白，广外，东城龙体，哪个最好？,王者之风,3,https://www.zhihu.com/question/449963116/answer/2011531949,154,185,已抓取正文,output/zhihu_xicheng/markdown/390-预算650万左右，西城学区陶白，广外，东城龙体，哪个最好？-2011531949.md
在北京十四中就读是一种怎样的体验？,实名用户,7,https://www.zhihu.com/question/277916539/answer/2341572420,160,184,已抓取正文,output/zhihu_xicheng/markdown/617-在北京十四中就读是一种怎样的体验？-2341572420.md
北京幼升小上学，非京籍的四证审核不通过怎么办？还能上私立小学吗？,私立学校指南,1,https://www.zhihu.com/question/637378784/answer/3356903052,226,183,已抓取正文,output/zhihu_xicheng/markdown/790-北京幼升小上学，非京籍的四证审核不通过怎么办？还能上私立小学吗？-3356903052.md
北京西城区学区房房价理智吗?,LEA,1,https://www.zhihu.com/question/441058285/answer/2437783850,145,183,已抓取正文,output/zhihu_xicheng/markdown/291-北京西城区学区房房价理智吗-2437783850.md
有一个学区疑问，北京西城的展览路学区和海淀的永定路学区怎么选择？,我叫小博,1,https://www.zhihu.com/question/664251697/answer/2002468488833418242,151,182,已抓取正文,output/zhihu_xicheng/markdown/408-有一个学区疑问，北京西城的展览路学区和海淀的永定路学区怎么选择？-2002468488833418242.md
2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？,居者老莫讲买房,0,https://www.zhihu.com/question/556040068/answer/2713448615,148,182,已抓取正文,output/zhihu_xicheng/markdown/209-2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？-2713448615.md
如何评价北京月坛片区的复兴门外一小？,北京叮当,1,https://www.zhihu.com/question/348496081/answer/3218879953,160,181,已抓取正文,output/zhihu_xicheng/markdown/1034-如何评价北京月坛片区的复兴门外一小？-3218879953.md
我有北京市西城区工作居住证，没用北京户口，房子在丰台，如果在西城租房的话，可以上哪些小学？,北京升学规划,1,https://www.zhihu.com/question/638157724/answer/3392266114,178,180,已抓取正文,output/zhihu_xicheng/markdown/182-我有北京市西城区工作居住证，没用北京户口，房子在丰台，如果在西城租房的话，可以上哪些小学？-3392266114.md
非京籍幼升小？,小T聊上学,0,https://www.zhihu.com/question/275729004/answer/78019267206,258,179,已抓取正文,output/zhihu_xicheng/markdown/1015-非京籍幼升小？-78019267206.md
北京西城集体户，考虑买房，500左右，想问各路大神，是买个西城小房还是买个丰台两居呢？,xcj302,29,https://www.zhihu.com/question/306895567/answer/3091041102,176,179,已抓取正文,output/zhihu_xicheng/markdown/799-北京西城集体户，考虑买房，500左右，想问各路大神，是买个西城小房还是买个丰台两居呢？-3091041102.md
北京西城户口那么重要吗？,兜兜呐,16,https://www.zhihu.com/question/450770252/answer/1794648429,167,179,已抓取正文,output/zhihu_xicheng/markdown/903-北京西城户口那么重要吗？-1794648429.md
买过学区房的大哥大姐们，你们后悔过吗？,秋月河,6,https://www.zhihu.com/question/2019953045925045646/answer/2020462178445054399,141,179,已抓取正文,output/zhihu_xicheng/markdown/777-买过学区房的大哥大姐们，你们后悔过吗？-2020462178445054399.md
2026年有必要为了孩子上学买学区房吗？,老荣,2,https://www.zhihu.com/question/2032162529561010396/answer/2032454992838251353,141,179,已抓取正文,output/zhihu_xicheng/markdown/783-2026年有必要为了孩子上学买学区房吗？-2032454992838251353.md
2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？,栾先生,0,https://www.zhihu.com/question/556040068/answer/2706245418,161,178,已抓取正文,output/zhihu_xicheng/markdown/246-2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？-2706245418.md
请问大家觉得买西城月坛的学区房还是东城和平里的学区房好一些呢？,京选置家,2,https://www.zhihu.com/question/543253512/answer/2592178758,146,178,已抓取正文,output/zhihu_xicheng/markdown/540-请问大家觉得买西城月坛的学区房还是东城和平里的学区房好一些呢？-2592178758.md
选择郊区大套房子还是主城区老破小学区房?,黄正龙,3,https://www.zhihu.com/question/667751659/answer/2018881502872651382,119,178,已抓取正文,output/zhihu_xicheng/markdown/1064-选择郊区大套房子还是主城区老破小学区房-2018881502872651382.md
5月买的西城实验二小德胜学区房子，女儿明年上学，如7月31日后落户，多校划片是否可能上个更好的学校?,司机小刘,1,https://www.zhihu.com/question/398381416/answer/1311661604,152,177,已抓取正文,output/zhihu_xicheng/markdown/101-5月买的西城实验二小德胜学区房子，女儿明年上学，如7月31日后落户，多校划片是否可能上个更好的学校-1311661604.md
父母双方北京集体户口，小孩上学怎么安排?,小T聊上学,0,https://www.zhihu.com/question/432356608/answer/111618298240,199,176,已抓取正文,output/zhihu_xicheng/markdown/1049-父母双方北京集体户口，小孩上学怎么安排-111618298240.md
非京籍小孩幼升小？,小T聊上学,0,https://www.zhihu.com/question/275297528/answer/3419025248,199,176,已抓取正文,output/zhihu_xicheng/markdown/1052-非京籍小孩幼升小？-3419025248.md
孩子四升五转学去海淀还是小升初去西城？,Mercy,2,https://www.zhihu.com/question/648726386/answer/3441809911,171,176,已抓取正文,output/zhihu_xicheng/markdown/474-孩子四升五转学去海淀还是小升初去西城？-3441809911.md
你会选择海淀万寿路学区还是西城陶白上学？,路径依赖,2,https://www.zhihu.com/question/470928048/answer/131014552327,139,176,已抓取正文,output/zhihu_xicheng/markdown/392-你会选择海淀万寿路学区还是西城陶白上学？-131014552327.md
孩子25年幼升小，西城区友谊医院口集体户 ，要不要在海淀买房?,燕子,0,https://www.zhihu.com/question/625280483/answer/3244169547,166,175,已抓取正文,output/zhihu_xicheng/markdown/125-孩子25年幼升小，西城区友谊医院口集体户-，要不要在海淀买房-3244169547.md
老公是北京西城集体户，现在工作单位给孩子落不了户，我们暂时也买不起西城的房子，请问，孩子户口怎么落？,任昊天,0,https://www.zhihu.com/question/533351057/answer/2548108588,179,174,已抓取正文,output/zhihu_xicheng/markdown/555-老公是北京西城集体户，现在工作单位给孩子落不了户，我们暂时也买不起西城的房子，请问，孩子户口怎么落？-2548108588.md
月坛是不是西城教改后最差的学区？,西城房产幼升小,5,https://www.zhihu.com/question/266796913/answer/2506895367,175,174,已抓取正文,output/zhihu_xicheng/markdown/670-月坛是不是西城教改后最差的学区？-2506895367.md
外省到北京读初中，选择朝阳还是西城？,Allee1217,1,https://www.zhihu.com/question/1921620402616140772/answer/1937107843967883072,151,174,已抓取正文,output/zhihu_xicheng/markdown/913-外省到北京读初中，选择朝阳还是西城？-1937107843967883072.md
北京有哪些豪门小学和豪门中学？各自有什么特色？,沈晓蓓,25,https://www.zhihu.com/question/24402169/answer/216244396,171,173,已抓取正文,output/zhihu_xicheng/markdown/991-北京有哪些豪门小学和豪门中学？各自有什么特色？-216244396.md
北京市西城区北师大附中初中部怎么样？,周二二chou22,1,https://www.zhihu.com/question/325296733/answer/2274104708,149,172,已抓取正文,output/zhihu_xicheng/markdown/107-北京市西城区北师大附中初中部怎么样？-2274104708.md
西城西长安街学区与什刹海学区怎么选，转学过去的，更看重初中，求推荐。?,Bruce Property,0,https://www.zhihu.com/question/442069606/answer/2502640350,149,172,已抓取正文,output/zhihu_xicheng/markdown/158-西城西长安街学区与什刹海学区怎么选，转学过去的，更看重初中，求推荐。-2502640350.md
北京西城161初中部好吗？,三人行,4,https://www.zhihu.com/question/279342291/answer/3317074736,147,172,已抓取正文,output/zhihu_xicheng/markdown/563-北京西城161初中部好吗？-3317074736.md
北京西城区学区房房价理智吗?,旋律,0,https://www.zhihu.com/question/441058285/answer/2859050488,146,172,已抓取正文,output/zhihu_xicheng/markdown/295-北京西城区学区房房价理智吗-2859050488.md
今年西城区广外椿树馆小学一年级一共招了几个班？,豆芽仔,0,https://www.zhihu.com/question/477975973/answer/2161584826,156,171,已抓取正文,output/zhihu_xicheng/markdown/055-今年西城区广外椿树馆小学一年级一共招了几个班？-2161584826.md
北京西城铁二和十四中哪个好？,knife,7,https://www.zhihu.com/question/333298454/answer/768600310,153,171,已抓取正文,output/zhihu_xicheng/markdown/177-北京西城铁二和十四中哪个好？-768600310.md
西城渣小学，丰台好小学?,小颜探房,1,https://www.zhihu.com/question/522418768/answer/2404417054,153,171,已抓取正文,output/zhihu_xicheng/markdown/650-西城渣小学，丰台好小学-2404417054.md
北师大二附中的文科实验班，在西城区到底排第几呢？和四中的文实班、北师大实验中学的文实班比较，如何呢？,DelicateStorm,1,https://www.zhihu.com/question/513196006/answer/1913639537499939500,152,171,已抓取正文,output/zhihu_xicheng/markdown/082-北师大二附中的文科实验班，在西城区到底排第几呢？和四中的文实班、北师大实验中学的文实班比较，如何呢？-1913639537499939500.md
非京籍小孩幼升小？,卡蜜様,0,https://www.zhihu.com/question/275297528/answer/2680616478,148,171,已抓取正文,output/zhihu_xicheng/markdown/1051-非京籍小孩幼升小？-2680616478.md
孩子户口在大椿天学区实验一小，要不要转金融街学区华嘉小学？,喜欢嗨唱的小波,1,https://www.zhihu.com/question/474274085/answer/2024015120,147,171,已抓取正文,output/zhihu_xicheng/markdown/420-孩子户口在大椿天学区实验一小，要不要转金融街学区华嘉小学？-2024015120.md
北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？,开放学习,2,https://www.zhihu.com/question/530117476/answer/3446793025,168,170,已抓取正文,output/zhihu_xicheng/markdown/329-北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？-3446793025.md
北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？,泺小烁,1,https://www.zhihu.com/question/530117476/answer/2830933058,168,170,已抓取正文,output/zhihu_xicheng/markdown/331-北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？-2830933058.md
有一个学区疑问，北京西城的展览路学区和海淀的永定路学区怎么选择？,喜欢嗨唱的小波,1,https://www.zhihu.com/question/664251697/answer/1980003264071241898,148,170,已抓取正文,output/zhihu_xicheng/markdown/457-有一个学区疑问，北京西城的展览路学区和海淀的永定路学区怎么选择？-1980003264071241898.md
北京市西城区学区房如果有能力买，是不是最好是买呢？,小帅,0,https://www.zhihu.com/question/436250033/answer/1706664893,139,170,已抓取正文,output/zhihu_xicheng/markdown/260-北京市西城区学区房如果有能力买，是不是最好是买呢？-1706664893.md
买老破小学区房值得吗？,芝芝桃桃,0,https://www.zhihu.com/question/572131086/answer/1926916780993019996,137,170,已抓取正文,output/zhihu_xicheng/markdown/1041-买老破小学区房值得吗？-1926916780993019996.md
北京工作居住证非京籍幼升小一证能当四证用？,私立学校指南,0,https://www.zhihu.com/question/6016696478/answer/1898009018112406490,246,169,已抓取正文,output/zhihu_xicheng/markdown/877-北京工作居住证非京籍幼升小一证能当四证用？-1898009018112406490.md
北京十三中和三十五中高中部哪一个更好？,白色记忆,5,https://www.zhihu.com/question/283903146/answer/1926294984597934532,163,169,已抓取正文,output/zhihu_xicheng/markdown/869-北京十三中和三十五中高中部哪一个更好？-1926294984597934532.md
孩子2027年入学，想买学区房，现在的形势看不明白，啥时候买合适呢?,三人行,1,https://www.zhihu.com/question/6044361230/answer/1949492226892752301,127,169,已抓取正文,output/zhihu_xicheng/markdown/1001-孩子2027年入学，想买学区房，现在的形势看不明白，啥时候买合适呢-1949492226892752301.md
为什么北京西城的教育更加均衡，而海淀的教育两极分化严重？,荣爷,8,https://www.zhihu.com/question/593150798/answer/35015046671,158,168,已抓取正文,output/zhihu_xicheng/markdown/775-为什么北京西城的教育更加均衡，而海淀的教育两极分化严重？-35015046671.md
买老破小学区房值得吗？,室内设计师有料儿,5,https://www.zhihu.com/question/572131086/answer/2020559845279953576,122,168,已抓取正文,output/zhihu_xicheng/markdown/1062-买老破小学区房值得吗？-2020559845279953576.md
新北京人西城户口娃也是，可上北京小学广外校，现在娃她爷爷有指标可以上朝阳清华附广华学校想问一下哪个好？,怪兽鱼斯拉,0,https://www.zhihu.com/question/652451480/answer/3460547651,151,167,已抓取正文,output/zhihu_xicheng/markdown/317-新北京人西城户口娃也是，可上北京小学广外校，现在娃她爷爷有指标可以上朝阳清华附广华学校想问一下哪个好？-3460547651.md
新学区新政下，丰台北大地和西城广安门外，哪个是更好的选择。孩子明年上小学，进入倒逼状态，怕高位接盘。?,建迢,0,https://www.zhihu.com/question/486585233/answer/2124825217,147,167,已抓取正文,output/zhihu_xicheng/markdown/401-新学区新政下，丰台北大地和西城广安门外，哪个是更好的选择。孩子明年上小学，进入倒逼状态，怕高位接盘。-2124825217.md
月坛是不是西城教改后最差的学区？,amdcore,4,https://www.zhihu.com/question/266796913/answer/315363945,144,167,已抓取正文,output/zhihu_xicheng/markdown/734-月坛是不是西城教改后最差的学区？-315363945.md
该买房还是该保留孩子西城的集体户？,无招胜有招,10,https://www.zhihu.com/question/265455945/answer/306720809,180,166,已抓取正文,output/zhihu_xicheng/markdown/666-该买房还是该保留孩子西城的集体户？-306720809.md
北京的大椿天学区是西城区里垫底的学区吗？,历时,0,https://www.zhihu.com/question/46363359/answer/343640231,152,166,已抓取正文,output/zhihu_xicheng/markdown/156-北京的大椿天学区是西城区里垫底的学区吗？-343640231.md
总价850左右，西城两居室的学区房，不考虑调剂出区风险，在房产的保值基础上学区尽量好，如何选择？,老污龟,1,https://www.zhihu.com/question/548196340/answer/2625531474,123,166,已抓取正文,output/zhihu_xicheng/markdown/459-总价850左右，西城两居室的学区房，不考虑调剂出区风险，在房产的保值基础上学区尽量好，如何选择？-2625531474.md
坐标北京，名下一套房，户口在房子所在街道（海淀）；如果把房子卖了，可以把户口迁回单位集体户（西城）吗？,zzzzzz,0,https://www.zhihu.com/question/621053173/answer/3202004938,169,165,已抓取正文,output/zhihu_xicheng/markdown/552-坐标北京，名下一套房，户口在房子所在街道（海淀）；如果把房子卖了，可以把户口迁回单位集体户（西城）吗？-3202004938.md
北京十四中初中部怎么样！！摇号摇到十四中了！！?,柴六斤滴麻麻,2,https://www.zhihu.com/question/469598019/answer/1980819669,139,165,已抓取正文,output/zhihu_xicheng/markdown/517-北京十四中初中部怎么样！！摇号摇到十四中了！！-1980819669.md
北京西城区除了四中和实验都很拉吗？,我爱yiyi,12,https://www.zhihu.com/question/570185663/answer/2828259285,158,164,已抓取正文,output/zhihu_xicheng/markdown/144-北京西城区除了四中和实验都很拉吗？-2828259285.md
南京新街口的学区房有哪些？,啊哈哈哈哈哦,2,https://www.zhihu.com/question/62822714/answer/330130420,128,164,已抓取正文,output/zhihu_xicheng/markdown/872-南京新街口的学区房有哪些？-330130420.md
西城小升初学区派位志愿是平行的还是按顺序来的？,任威康,1,https://www.zhihu.com/question/461232658/answer/1910741797,130,163,已抓取正文,output/zhihu_xicheng/markdown/410-西城小升初学区派位志愿是平行的还是按顺序来的？-1910741797.md
2024年还能入手北京老破小学区房吗？学区房还会大涨吗？,kabara8584,25,https://www.zhihu.com/question/638768973/answer/3356641731,107,163,已抓取正文,output/zhihu_xicheng/markdown/1056-2024年还能入手北京老破小学区房吗？学区房还会大涨吗？-3356641731.md
本人在北京郊区工作，爱人在西城工作，现在孩子到了快上学的年龄，打算买学区房，应该选东城还是西城？,专营平房四合院,1,https://www.zhihu.com/question/585162827/answer/2903530503,137,162,已抓取正文,output/zhihu_xicheng/markdown/569-本人在北京郊区工作，爱人在西城工作，现在孩子到了快上学的年龄，打算买学区房，应该选东城还是西城？-2903530503.md
请教下各位，北京西城西长安街，731前集体户，731之后买房，2024幼升小是单校还是多校划片？,北京贝掌门,0,https://www.zhihu.com/question/647225148/answer/3461830055,136,162,已抓取正文,output/zhihu_xicheng/markdown/084-请教下各位，北京西城西长安街，731前集体户，731之后买房，2024幼升小是单校还是多校划片？-3461830055.md
西安，孩子27年9月上小学，求推荐学区房？,瞧一瞧,2,https://www.zhihu.com/question/2033139291786826615/answer/2033154833847406859,124,162,已抓取正文,output/zhihu_xicheng/markdown/834-西安，孩子27年9月上小学，求推荐学区房？-2033154833847406859.md
家庭条件一般的女生拿到北京西城户口会成为枷锁吗?,johnhull大师,16,https://www.zhihu.com/question/537543583/answer/2528143940,156,161,已抓取正文,output/zhihu_xicheng/markdown/904-家庭条件一般的女生拿到北京西城户口会成为枷锁吗-2528143940.md
孩子25年幼升小，西城区友谊医院口集体户 ，要不要在海淀买房?,喜欢嗨唱的小波,2,https://www.zhihu.com/question/625280483/answer/3249343880,150,161,已抓取正文,output/zhihu_xicheng/markdown/123-孩子25年幼升小，西城区友谊医院口集体户-，要不要在海淀买房-3249343880.md
公司给北京西城户口，买房买到其他区，以后孩子上学可以在西城区上吗？,知乎用户Kql6QZ,1,https://www.zhihu.com/question/311627937/answer/593599972,147,161,已抓取正文,output/zhihu_xicheng/markdown/290-公司给北京西城户口，买房买到其他区，以后孩子上学可以在西城区上吗？-593599972.md
老公是北京西城集体户，现在工作单位给孩子落不了户，我们暂时也买不起西城的房子，请问，孩子户口怎么落？,vbfgm,0,https://www.zhihu.com/question/533351057/answer/2520368375,160,160,已抓取正文,output/zhihu_xicheng/markdown/554-老公是北京西城集体户，现在工作单位给孩子落不了户，我们暂时也买不起西城的房子，请问，孩子户口怎么落？-2520368375.md
北京十四中初中部怎么样！！摇号摇到十四中了！！?,理想不该亡,0,https://www.zhihu.com/question/469598019/answer/3140968445,136,160,已抓取正文,output/zhihu_xicheng/markdown/527-北京十四中初中部怎么样！！摇号摇到十四中了！！-3140968445.md
非京籍幼升小没有信息采集怎么办?,私立学校指南,0,https://www.zhihu.com/question/398228161/answer/1942155730766533554,228,159,已抓取正文,output/zhihu_xicheng/markdown/1014-非京籍幼升小没有信息采集怎么办-1942155730766533554.md
在北京，为了孩子上学，有必要买学区房吗？,又见日出,1,https://www.zhihu.com/question/13337987987/answer/2017242332756451753,123,159,已抓取正文,output/zhihu_xicheng/markdown/789-在北京，为了孩子上学，有必要买学区房吗？-2017242332756451753.md
西城集体户口，如何权衡买房和孩子上学？,智力乐园,0,https://www.zhihu.com/question/636529843/answer/1983883119036749586,149,157,已抓取正文,output/zhihu_xicheng/markdown/376-西城集体户口，如何权衡买房和孩子上学？-1983883119036749586.md
西城区部委小学政保需要本区户口吗？海淀早已买房，户口在海淀。?,lawyer-law,0,https://www.zhihu.com/question/628358850/answer/3270467613,137,157,已抓取正文,output/zhihu_xicheng/markdown/296-西城区部委小学政保需要本区户口吗？海淀早已买房，户口在海淀。-3270467613.md
北京西城13中和35中对比哪个更好?,辣椒fun,0,https://www.zhihu.com/question/611911788/answer/3121317498,137,157,已抓取正文,output/zhihu_xicheng/markdown/484-北京西城13中和35中对比哪个更好-3121317498.md
孩子25年上学，想在西城买平房占坑（没钱买楼房），但很纠结，前怕狼，后怕虎，怎么办？,任威康,3,https://www.zhihu.com/question/598505761/answer/3008365417,131,157,已抓取正文,output/zhihu_xicheng/markdown/597-孩子25年上学，想在西城买平房占坑（没钱买楼房），但很纠结，前怕狼，后怕虎，怎么办？-3008365417.md
孩子从出生户口就落在西城区，但是房产证是731政策后才落到父母名下的，这种是否会受731政策影响？,任昊天,1,https://www.zhihu.com/question/487036263/answer/2123025162,131,157,已抓取正文,output/zhihu_xicheng/markdown/206-孩子从出生户口就落在西城区，但是房产证是731政策后才落到父母名下的，这种是否会受731政策影响？-2123025162.md
孩子26年上小学，想买西城平房占坑给孩子上学（没钱买楼房），但很纠结前怕狼后怕虎的，知友们来说说吧?,lei,1,https://www.zhihu.com/question/495544554/answer/2198371591,125,157,已抓取正文,output/zhihu_xicheng/markdown/501-孩子26年上小学，想买西城平房占坑给孩子上学（没钱买楼房），但很纠结前怕狼后怕虎的，知友们来说说吧-2198371591.md
娃明年9月份上幼儿园，西城集体户，无房，打算租房上学。?,老帅聊高中数学,0,https://www.zhihu.com/question/602129702/answer/3099363981,159,156,已抓取正文,output/zhihu_xicheng/markdown/443-娃明年9月份上幼儿园，西城集体户，无房，打算租房上学。-3099363981.md
西城区集体户口有什么用?,智力乐园,0,https://www.zhihu.com/question/329529931/answer/3364160243,153,156,已抓取正文,output/zhihu_xicheng/markdown/366-西城区集体户口有什么用-3364160243.md
学区房买北京西城东城，还是朝阳？,粉色的海王星,0,https://www.zhihu.com/question/463574027/answer/2779412663,123,156,已抓取正文,output/zhihu_xicheng/markdown/722-学区房买北京西城东城，还是朝阳？-2779412663.md
