ID,Tier,Priority Rank,Company,Country,HQ,Website,Entity Type,Key Games / Publishing Cases,Strategic Fit (30),Investment/M&A Signal (25),Casual/Relevance (20),Funds/Publishing (15),Reachability (10),Total Score,Possible Deal Types,Best Entry / Department,Public Contact / Entrance,Contact URL,Recommended Angle,Evidence Note,Source 1,Source 2,Source 3,Source Count,Confidence,Next Step,Outreach Status,Last Verified,Owner,Notes,Company Scale,Representative Works,Public Contact Email,Email Note
KR-062,C,62,NPIXEL,Korea,"Seoul, Korea",https://npixel.co.kr/en,Private game developer/publisher,Gran Saga; Chrono Odyssey; mobile/PC/console ambitions,12,9,9,10,6,46,Publishing; co-development; strategic partnership,Global Business; Business Development,Corporate contact; LinkedIn,https://npixel.co.kr/en/contact,Genre fit is modest; possible if they seek revenue-diversifying mobile products.,Official site lists game portfolio and company info.,https://npixel.co.kr/en,https://npixel.co.kr/en/games,https://www.linkedin.com/company/npixel/,3,Medium,C/B wave; use only after casual-first companies.,Not Started,2026-06-02,,,民营游戏公司；公开公司资料常见规模约51-200人级。,Gran Saga; Chrono Odyssey; mobile/PC/console ambitions,business@npixel.co.kr,官网根页面公开 business 邮箱；同页 npixel@/privacy@/recruit@ 未作为BD首选。
JP-063,C,63,CYBIRD,Japan,"Tokyo, Japan",https://www.cybird.co.jp/en/,Mobile content/game company,Ikemen Series; mobile entertainment and IP content,11,7,12,8,7,45,Publishing; Japan localization; co-development,Game/content business; BD,Corporate inquiry,https://www.cybird.co.jp/en/contact/,Niche fit unless female/cozy audience overlap is strong.,Official site lists mobile content and game services.,https://www.cybird.co.jp/en/,https://www.cybird.co.jp/en/service/,https://www.cybird.co.jp/en/company/,3,Medium,Use only after audience overlap check.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,Ikemen Series; mobile entertainment and IP content,otoiawase@cybird.co.jp,官网 Contact 页面公开日文 inquiry 邮箱；适合作为日本本地化/商务转接入口。
JP-064,C,64,DONUTS,Japan,"Tokyo, Japan",https://www.donuts.ne.jp/,Private internet/game company,"Tokyo 7th Sisters, D4DJ Groovy Mix operation; mobile apps/games",11,7,12,8,7,45,Publishing; co-development; Japan operation,Game business; BD,Corporate inquiry,https://www.donuts.ne.jp/contact/,Mid-market Japan operator; possible partner if seeking Japan launch support.,Official site lists game and app businesses.,https://www.donuts.ne.jp/,https://www.donuts.ne.jp/products/,https://www.donuts.ne.jp/company/,3,Medium,Include in B/C batch; ask for publishing/operation discussion.,Not Started,2026-06-02,,,民营游戏公司；公开公司资料常见规模约51-200人级。,"Tokyo 7th Sisters, D4DJ Groovy Mix operation; mobile apps/games",未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：https://www.donuts.ne.jp/contact/
JP-065,C,65,WonderPlanet,Japan,"Nagoya/Tokyo, Japan",https://wonderpla.net/en/,Public mobile game developer/publisher,"Crash Fever, Alice Fiction; mobile entertainment",11,7,12,8,7,45,Publishing; co-development; asset deal,Business Development; Game Production,Corporate inquiry; IR,https://wonderpla.net/en/contact/,Mid-market mobile publisher/operator with possible appetite for proven external product.,Official site lists mobile game portfolio and IR/company details.,https://wonderpla.net/en/,https://wonderpla.net/en/service/,https://wonderpla.net/en/ir/,3,Medium,Include in second/third wave.,Not Started,2026-06-02,,,上市/挂牌游戏公司；未在本轮补充精确收入，按年收入数十亿至数百亿日元/千亿韩元级处理。,"Crash Fever, Alice Fiction; mobile entertainment",未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：https://wonderpla.net/en/contact/
KR-066,C,66,AlohaFactory,Korea,"Seoul, Korea",https://alohafactory.co.kr/,Hypercasual/casual mobile developer,Casual mobile game production; investor-backed hypercasual studio,11,6,16,6,6,45,Publishing feedback; UA collaboration; peer partnership,Business Development; Studio leadership,Official contact; LinkedIn,https://alohafactory.co.kr/,Useful for casual benchmark or partner intro; not likely buyer.,Official site and investor sources describe casual/hypercasual game production.,https://alohafactory.co.kr/,https://partners.koreainvestment.com/file/download/media/1954364541_SWVExvYU_091564f527ea0b09bc3a9f5ae05e755b198e303d.pdf,https://www.linkedin.com/company/aloha-factory/,3,Medium,C wave; use for ecosystem intros.,Not Started,2026-06-02,,,中小型休闲手游公司；公开公司资料常见规模约51-200人级。,Casual mobile game production; investor-backed hypercasual studio,未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：https://alohafactory.co.kr/
KR-067,C,67,Dreamplay Games,Korea,"Seoul, Korea",https://dreamplaygames.co.kr/,Mobile game publisher/developer,Casual/mobile publishing catalog; global app store releases,10,6,14,7,6,43,Publishing; revenue share; Korea/global distribution,Publishing; Business Development,Official contact; LinkedIn,https://dreamplaygames.co.kr/,"Small publisher candidate for tactical distribution, not strategic buyer.",Official site and app publisher profiles show mobile game publishing.,https://dreamplaygames.co.kr/,https://play.google.com/store/apps/dev?id=Dreamplay+Games,https://www.linkedin.com/company/dreamplaygames/,3,Medium,C wave; use if seeking broad publisher sweep.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,Casual/mobile publishing catalog; global app store releases,未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：https://dreamplaygames.co.kr/
JP-068,C,68,Edia,Japan,"Tokyo, Japan",https://edia.co.jp/,Public entertainment/mobile content company,"Mobile games, IP/content, publishing and licensing",10,7,10,8,7,42,Publishing; licensing; asset deal,Game/content business; BD,Corporate inquiry; IR,https://edia.co.jp/contact/,Small/mid option for Japan publishing or IP/content collaboration.,Official site lists game/content businesses and IR.,https://edia.co.jp/,https://edia.co.jp/business/,https://edia.co.jp/ir/,3,Medium,C wave; ask only after higher-probability routes.,Not Started,2026-06-02,,,上市/挂牌游戏公司；未在本轮补充精确收入，按年收入数十亿至数百亿日元/千亿韩元级处理。,"Mobile games, IP/content, publishing and licensing",未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：https://edia.co.jp/contact/
KR-069,C,69,SESISOFT,Korea,"Seoul, Korea",https://www.sesisoft.com/,Mobile game publisher/developer,Subculture/anime/mobile publishing; partnerships with larger publishers,10,7,10,8,7,42,Publishing; Korea launch; co-development,Publishing; Business Development,Official inquiry; LinkedIn,https://www.sesisoft.com/,Fit is weaker unless art/audience overlaps; useful Korea publisher candidate.,Official site describes mobile publishing/development and partnerships.,https://www.sesisoft.com/,https://www.linkedin.com/company/sesisoft/,https://www.sesisoft.com/contact,3,Medium,C wave; use only if target audience overlap exists.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,Subculture/anime/mobile publishing; partnerships with larger publishers,biz@sesisoft.com,官网公开 biz 邮箱。
KR-070,C,70,TakeOne Company,Korea,"Seoul, Korea",https://www.takeonecompany.com/,Mobile game and content company,BTS World development heritage; Blackpink The Game; IP mobile titles,10,7,10,8,6,41,IP partnership; publishing; co-development,Business Development; Game/content business,Official contact; LinkedIn,https://www.takeonecompany.com/contact,Better if your game has character/IP content plan; not a pure UA buyer.,Official site lists IP/game content portfolio and company details.,https://www.takeonecompany.com/,https://www.takeonecompany.com/business,https://www.linkedin.com/company/takeonecompany/,3,Medium,C wave; pitch only with IP/world-building angle.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,BTS World development heritage; Blackpink The Game; IP mobile titles,takeone@takeone.co.kr,官网公开通用邮箱。
JP-071,C,71,Voltage,Japan,"Tokyo, Japan",https://www.voltage.co.jp/en/,Public mobile storytelling/game company,"Romance apps, story games, mobile entertainment",9,6,10,8,7,40,Publishing; localization; niche partnership,Game/content business; BD,Corporate inquiry; IR,https://www.voltage.co.jp/en/contact/,Only relevant if female/cozy audience overlap exists.,Official site lists mobile storytelling apps and company/IR info.,https://www.voltage.co.jp/en/,https://www.voltage.co.jp/en/apps/,https://www.voltage.co.jp/en/ir/,3,Medium,C wave; do not prioritize unless audience fit is proven.,Not Started,2026-06-02,,,上市/挂牌游戏公司；未在本轮补充精确收入，按年收入数十亿至数百亿日元/千亿韩元级处理。,"Romance apps, story games, mobile entertainment",未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：https://www.voltage.co.jp/en/contact/
KR-072,C,72,4:33 Creative Lab,Korea,"Seoul, Korea",http://www.433.co.kr/,Mobile game developer/publisher,"Blade, Boxing Star, mobile action/social titles",10,7,9,8,6,40,Publishing; co-development; asset deal,Business Development,Official contact; LinkedIn,http://www.433.co.kr/,Lower fit but could be opportunistic if seeking external mobile titles.,Official/company profiles list mobile game portfolio.,http://www.433.co.kr/,https://www.linkedin.com/company/4-33-creative-lab/,https://www.mobygames.com/company/45418/433-creative-lab/,3,Medium,C wave only.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,"Blade, Boxing Star, mobile action/social titles",business@433.co.kr; ftt_bd@433.co.kr,官网 Contact 页面公开 business 与 BD 邮箱；BD优先 business@，ftt_bd@ 可并行。
KR-073,C,73,StickyHands,Korea,"Seoul, Korea",https://stickyhands.kr/,Mobile casual/idle game developer,Idle/casual mobile portfolio,9,5,14,6,6,40,Co-development; peer partnership; publishing intro,Business Development; Studio leadership,Official contact; LinkedIn,https://stickyhands.kr/,Small studio fit; not a strategic buyer but useful for network expansion.,Official site and app/company profiles list mobile casual titles.,https://stickyhands.kr/,https://play.google.com/store/apps/dev?id=StickyHands+Inc.,https://www.linkedin.com/company/stickyhands/,3,Medium,C wave only.,Not Started,2026-06-02,,,中小型休闲手游公司；公开公司资料常见规模约51-200人级。,Idle/casual mobile portfolio,未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：https://stickyhands.kr/
JP-074,C,74,Asobimo,Japan,"Tokyo, Japan",https://asobimo.com/en/,Private online/mobile game developer,"Toram Online, Avabel Online; mobile MMO live service",9,6,9,8,7,39,Co-development; Japan operation; publishing,Business Development; Game Production,Corporate inquiry,https://asobimo.com/en/contact/,"Genre fit is weak, but mobile live-service operation capability exists.",Official site lists mobile online games and company information.,https://asobimo.com/en/,https://asobimo.com/en/games/,https://asobimo.com/en/company/,3,Medium,C wave only.,Not Started,2026-06-02,,,民营游戏公司；公开公司资料常见规模约51-200人级。,"Toram Online, Avabel Online; mobile MMO live service",support@asobimo.com,官网公开 support 邮箱；偏客服，BD建议并行官网入口。
KR-075,C,75,ThumbAge,Korea,"Seongnam, Korea",https://www.thumbage.co.kr/,Mobile game developer/publisher,"Dekaron M, Destiny Child-related history, mobile titles",9,7,8,8,6,38,Publishing; co-development; asset deal,Business Development,Official contact; IR,https://www.thumbage.co.kr/,Low genre fit; possible asset/acqui-hire conversation if they seek pipeline.,Official site/company profiles list mobile game business and IR.,https://www.thumbage.co.kr/,https://www.thumbage.co.kr/ir,https://www.mobygames.com/company/10560/thumbage-co-ltd/,3,Medium,C wave only.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,"Dekaron M, Destiny Child-related history, mobile titles",helpdesk@thumbage.co.kr,官网公开 helpdesk 邮箱；偏客服/帮助台，BD建议并行官网入口。
KR-076,C,76,Wemade Max,Korea,"Seongnam, Korea",https://www.wemademax.com/,Wemade group game developer/publisher,Subsidiary/game development under Wemade group,9,7,8,8,6,38,Co-development; parent-route publishing; asset deal,Business Development; Wemade group,Official contact; parent route,https://www.wemademax.com/,Route through Wemade if there is strategic interest; not first-line buyer.,Official site and Wemade group sources list game development relationship.,https://www.wemademax.com/,https://www.wemade.com/en,https://www.wemade.com/en/company/affiliates,3,Medium,C wave; avoid duplicate outreach if Wemade is active.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,Subsidiary/game development under Wemade group,contact@wemade.com; ir@wemade.com,母公司 Wemade 官网公开邮箱；建议备注转 Wemade Max。
KR-077,C,77,HanbitSoft,Korea,"Seoul, Korea",https://www.hanbitsoft.co.kr/,Game publisher/developer,"Audition, Granado Espada; online/mobile publishing",9,6,8,8,6,37,Publishing; Korea operation; asset deal,Business Development,Official contact; IR,https://www.hanbitsoft.co.kr/,Low direct fit; include for Korea sweep completeness.,Official site and company profiles list games and publishing operations.,https://www.hanbitsoft.co.kr/,https://www.hanbitsoft.co.kr/game,https://www.mobygames.com/company/2845/hanbitsoft-inc/,3,Medium,C wave only.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,"Audition, Granado Espada; online/mobile publishing",未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：https://www.hanbitsoft.co.kr/
KR-078,C,78,T3 Entertainment,Korea,"Seoul, Korea",http://www.t3.co.kr/,Game developer/publisher; HanbitSoft group links,Audition franchise; mobile/online game operations,9,6,8,8,6,37,Publishing; co-development; Korea operation,Business Development,Official contact; HanbitSoft route,http://www.t3.co.kr/,Low fit but possible local operator/publisher.,Official/company sources list game development and Audition-related operations.,http://www.t3.co.kr/,https://www.hanbitsoft.co.kr/,https://www.mobygames.com/company/1387/t3-entertainment-co-ltd/,3,Medium,C wave only.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,Audition franchise; mobile/online game operations,未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：http://www.t3.co.kr/
KR-079,C,79,Action Square,Korea,"Seoul, Korea",https://www.action2quare.com/,Game developer/publisher,"Blade series, ANVIL, action games",8,7,7,8,6,36,Co-development; publishing; asset deal,Business Development,Official contact; LinkedIn,https://www.action2quare.com/,Weak casual fit; target only for broad Korea publisher sweep.,Official site and company profiles list game portfolio.,https://www.action2quare.com/,https://www.linkedin.com/company/action-square/,https://store.steampowered.com/developer/actionsquare,3,Medium,C wave only.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,"Blade series, ANVIL, action games",未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：https://www.action2quare.com/
KR-080,C,80,PangSky,Korea,"Seoul, Korea",https://www.panggame.com/,Mobile/online game publisher,Mobile RPG/MMO publishing in Korea; PangGame platform,8,6,8,7,6,35,Korea publishing; distribution; revenue share,Publishing; Business Development,Official contact; platform inquiry,https://www.panggame.com/,Regional publisher only; use if seeking Korea distribution breadth.,Official site/platform and company profiles show publishing operations.,https://www.panggame.com/,https://www.pangsky.co.kr/,https://www.mobygames.com/company/58584/pangsky-co-ltd/,3,Medium,C wave only.,Not Started,2026-06-02,,,中小型游戏发行/开发公司；公开资料未披露收入，按约11-200人级工作室处理。,Mobile RPG/MMO publishing in Korea; PangGame platform,未公开商务邮箱,未找到公开商务邮箱；建议使用官方联系入口：https://www.panggame.com/
