标题,作者,赞同,评论,创建时间,更新时间,原文链接,命中关键词,正文相关度分,本地Markdown
东城区650万预算买哪里？,云上观房,3,1,2026-04-10 10:47:18 CST,2026-04-10 10:47:18 CST,https://www.zhihu.com/question/358023556/answer/2025887579338188740,东城 买房 上学 | 东城区 1911 | 东城区 买房 上学 | 东城区 学区房 | 东城区 学区选择 | 北京东城 小升初,23,output/zhihu_dongcheng/markdown/144-东城区650万预算买哪里？-2025887579338188740.md
东莞市最好的初中有哪些？,磬典,3,1,2020-11-08 11:10:35 CST,2021-09-08 18:52:44 CST,https://www.zhihu.com/question/299769435/answer/1564472846,东城 中考 | 东城 初中,23,output/zhihu_dongcheng/markdown/547-东莞市最好的初中有哪些？-1564472846.md
北京东城、西城、海淀、去哪所小学比较好？,北京-金融小玥,2,0,2024-05-11 15:06:31 CST,2024-05-11 15:06:31 CST,https://www.zhihu.com/question/648926968/answer/3494912336,东城 史家 | 东城 小学 | 东城 府学 | 东城区 史家 | 东城区 府学 | 北京东城 学校,23,output/zhihu_dongcheng/markdown/119-北京东城、西城、海淀、去哪所小学比较好？-3494912336.md
在东莞读新开的小学还是旧的小学?,笨小小,2,10,2024-10-11 14:49:41 CST,2024-10-11 14:56:52 CST,https://www.zhihu.com/question/716842651/answer/4779386729,东城 初中 | 东城 小学,23,output/zhihu_dongcheng/markdown/555-在东莞读新开的小学还是旧的小学-4779386729.md
北京的高中录取是看中考分数线？还是看你在哪个学区？,马哥聊升学,1,0,2023-12-26 09:50:03 CST,2023-12-26 09:50:03 CST,https://www.zhihu.com/question/541993423/answer/3338709000,东城 中招 | 东城 中考 | 东城区 22中 | 东城区 中招 | 东城区 二中,23,output/zhihu_dongcheng/markdown/254-北京的高中录取是看中考分数线？还是看你在哪个学区？-3338709000.md
2023年还有没有必要买学区房，尤其是房龄在30年左右的学区房。?,京选置家,0,0,2023-08-21 15:14:22 CST,2023-08-21 15:14:22 CST,https://www.zhihu.com/question/598448012/answer/3175700441,东城 安定门 交道口 | 东城区 安定门交道口,23,output/zhihu_dongcheng/markdown/677-2023年还有没有必要买学区房，尤其是房龄在30年左右的学区房。-3175700441.md
北京朝阳的学区房是不是智商税？,秋天的布拉格,85,34,2024-06-14 01:20:51 CST,2025-02-27 11:31:14 CST,https://www.zhihu.com/question/419191570/answer/3529766161,东城 一派 二派 三派 | 东城 朝阳 学区 | 北京东城 学区房,22,output/zhihu_dongcheng/markdown/588-北京朝阳的学区房是不是智商税？-3529766161.md
在北京一七一中学读书是怎样的体验？,蕊A蕊,65,65,2019-12-27 14:28:29 CST,2024-05-30 14:02:43 CST,https://www.zhihu.com/question/62867988/answer/952388794,东城 171 | 东城 171中学 | 东城区 171 | 东城区 171中学,22,output/zhihu_dongcheng/markdown/419-在北京一七一中学读书是怎样的体验？-952388794.md
为什么海淀高考成绩比西城高这么多，大家还是推荐西城学区房呢？,西西侃房,33,20,2022-03-06 20:36:45 CST,2022-03-07 10:47:04 CST,https://www.zhihu.com/question/465845074/answer/2377068876,北京学区 东城 西城 海淀,22,output/zhihu_dongcheng/markdown/689-为什么海淀高考成绩比西城高这么多，大家还是推荐西城学区房呢？-2377068876.md
北京学区房，600万预算，买东城最差还是丰台较好？,冀卫,22,1,2023-03-15 15:29:29 CST,2023-03-15 15:29:29 CST,https://www.zhihu.com/question/521165950/answer/2937471795,东城 天永 | 东城 学区选择 | 东城区 天永 | 东城区 学区房 | 东城学区 | 北京东城 学区,22,output/zhihu_dongcheng/markdown/269-北京学区房，600万预算，买东城最差还是丰台较好？-2937471795.md
你会选择丰台最好学区还是东城最差学区？,跋涉万水攀千山,6,0,2024-06-18 09:03:05 CST,2024-06-18 09:03:05 CST,https://www.zhihu.com/question/475077155/answer/3533913509,东城 一派 二派 三派 | 东城 中考 | 东城 史家 | 东城 天永 | 东城区 1911 | 东城区 中招,22,output/zhihu_dongcheng/markdown/096-你会选择丰台最好学区还是东城最差学区？-3533913509.md
中国的学区房会不会暴跌？,Jeasonyang,1,2,2023-11-03 09:22:09 CST,2023-11-03 09:22:09 CST,https://www.zhihu.com/question/600726508/answer/3274901949,东城 和平里 | 东城 和平里一小 | 东城 多校划片 | 东城 幼升小 | 东城 调剂 | 东城区 和平里一小,22,output/zhihu_dongcheng/markdown/165-中国的学区房会不会暴跌？-3274901949.md
如何评价 2024年北京中考？,京考升学圈,1,0,2024-08-19 14:52:50 CST,2024-08-19 14:52:50 CST,https://www.zhihu.com/question/608125030/answer/3599305681,东城 中考,22,output/zhihu_dongcheng/markdown/714-如何评价-2024年北京中考？-3599305681.md
万分感谢！海淀清河一小和东城区花市小学直升广渠门中学，哪位大神给指点一下？,喜欢嗨唱的小波,0,0,2021-01-15 14:54:44 CST,2021-01-15 14:54:44 CST,https://www.zhihu.com/question/269619332/answer/1679343298,东城 广渠门中学 | 东城区 广渠门中学,22,output/zhihu_dongcheng/markdown/243-万分感谢！海淀清河一小和东城区花市小学直升广渠门中学，哪位大神给指点一下？-1679343298.md
东城幼升小的流程有哪些？,........,0,0,2024-10-12 12:39:29 CST,2024-10-12 12:39:29 CST,https://www.zhihu.com/question/824258058/answer/4878955489,东城 幼升小 | 东城区 幼升小 | 北京东城 幼升小,22,output/zhihu_dongcheng/markdown/429-东城幼升小的流程有哪些？-4878955489.md
孩子2025年上小学，东城西城选哪个小学？,tboxi,0,7,2025-01-12 17:37:01 CST,2025-01-12 17:38:14 CST,https://www.zhihu.com/question/9342461525/answer/77524539230,东城 二中,22,output/zhihu_dongcheng/markdown/474-孩子2025年上小学，东城西城选哪个小学？-77524539230.md
选择从小在北京哪个区上学性价比最高？,秋天的布拉格,300,132,2025-01-01 20:32:42 CST,2025-01-01 20:32:42 CST,https://www.zhihu.com/question/452554411/answer/69237454129,东城 一派 二派 三派 | 东城 学区选择 | 东城 朝阳 学区 | 东城 校额到校 | 东城区 学区选择 | 东城区 小升初,21,output/zhihu_dongcheng/markdown/148-选择从小在北京哪个区上学性价比最高？-69237454129.md
学区房为什么最近卖不动了？,现场可编程逻辑,10,0,2023-10-12 15:09:26 CST,2023-10-12 15:09:26 CST,https://www.zhihu.com/question/521010933/answer/3246959896,东城区 天永,21,output/zhihu_dongcheng/markdown/611-学区房为什么最近卖不动了？-3246959896.md
西城陶白和东城区学期和平里、安交片区选择，选哪个更好呢，全部预算550万，孩子计划初中转校过去?,杜卡基斯小然然,2,3,2021-06-21 10:37:37 CST,2021-06-21 11:46:09 CST,https://www.zhihu.com/question/462737988/answer/1951803471,东城 初中 | 东城 安交 | 东城区 和平里 | 东城区 和平里一小 | 东城区 安交 | 东城区 黑芝麻,21,output/zhihu_dongcheng/markdown/168-西城陶白和东城区学期和平里、安交片区选择，选哪个更好呢，全部预算550万，孩子计划初中转校过去-1951803471.md
26年入学，640万预算，朝阳学区怎么选？,老肖谈京房,1,0,2026-04-24 11:24:20 CST,2026-04-24 11:24:20 CST,https://www.zhihu.com/question/619568534/answer/2030970331347859293,东城 朝阳 学区,21,output/zhihu_dongcheng/markdown/638-26年入学，640万预算，朝阳学区怎么选？-2030970331347859293.md
孩子在海淀还是东城上学好！东城是史家胡同小学；海淀是清华附小（由于是三代，初中要去清华附中上地分校）?,houzh,1,0,2025-01-07 16:37:30 CST,2025-01-07 16:37:30 CST,https://www.zhihu.com/question/457934304/answer/73740117031,北京东城 学校 | 北京东城区 初中 | 府学 胡同 小学 东城,21,output/zhihu_dongcheng/markdown/204-孩子在海淀还是东城上学好！东城是史家胡同小学；海淀是清华附小（由于是三代，初中要去清华附中上地分校）-73740117031.md
为了孩子上学 北京东城区和平里学区户口和海淀区紫竹院学区、北太平庄学区户口哪个更好一些？,大龙说学区,0,0,2020-07-08 19:14:35 CST,2020-07-08 19:14:35 CST,https://www.zhihu.com/question/405462643/answer/1326755913,东城区 和平里,21,output/zhihu_dongcheng/markdown/187-为了孩子上学-北京东城区和平里学区户口和海淀区紫竹院学区、北太平庄学区户口哪个更好一些？-1326755913.md
北京的较偏远区县（东西海三区之外）的中小学教育水平是怎样的？,张老师在卖车,366,161,2017-06-06 22:07:38 CST,2018-04-09 15:45:46 CST,https://www.zhihu.com/question/39729044/answer/179848550,东城区 171,20,output/zhihu_dongcheng/markdown/489-北京的较偏远区县（东西海三区之外）的中小学教育水平是怎样的？-179848550.md
北京市重点高中和区重点高中有什么区别？,秋天的布拉格,335,125,2024-10-04 21:00:20 CST,2024-10-07 01:55:29 CST,https://www.zhihu.com/question/570138486/answer/4180380976,东城 166中学 | 东城 171 | 东城 55中 | 东城 中考 | 东城 景山 东华门 | 东城区 166中学,20,output/zhihu_dongcheng/markdown/178-北京市重点高中和区重点高中有什么区别？-4180380976.md
如何看待北京市昌平区第二中学在2025年高考中取得的惊人巨大进步？,秋天的布拉格,227,91,2025-06-30 21:07:00 CST,2025-07-14 16:07:12 CST,https://www.zhihu.com/question/1921226374078763199/answer/1923125377745794891,东城区 二中,20,output/zhihu_dongcheng/markdown/592-如何看待北京市昌平区第二中学在2025年高考中取得的惊人巨大进步？-1923125377745794891.md
在北京市广渠门中学就读是怎样的体验？,粲粲,11,8,2023-04-11 19:26:27 CST,2023-04-11 19:30:12 CST,https://www.zhihu.com/question/412975233/answer/2979012151,东城 中考 | 东城 广渠门中学 | 东城 文汇中学 | 东城区 广渠门中学,20,output/zhihu_dongcheng/markdown/302-在北京市广渠门中学就读是怎样的体验？-2979012151.md
北京朝阳的学区房是不是智商税？,三人行,5,4,2025-02-26 08:26:36 CST,2025-02-26 08:26:36 CST,https://www.zhihu.com/question/419191570/answer/110551150640,东城 朝阳 学区,20,output/zhihu_dongcheng/markdown/701-北京朝阳的学区房是不是智商税？-110551150640.md
想买北京东城房子，请问东城小学初中高中有坑吗？,这是谁的部将,2,0,2021-06-16 15:49:58 CST,2021-06-16 15:49:58 CST,https://www.zhihu.com/question/459111142/answer/1943394589,东城 初中 | 东城 和平里一小 | 东城 多校划片 | 东城 小学 | 东城 龙体 | 东城区 龙体,20,output/zhihu_dongcheng/markdown/112-想买北京东城房子，请问东城小学初中高中有坑吗？-1943394589.md
西城陶白和东城区学期和平里、安交片区选择，选哪个更好呢，全部预算550万，孩子计划初中转校过去?,任威康,1,0,2022-03-29 14:18:42 CST,2022-03-29 14:18:42 CST,https://www.zhihu.com/question/462737988/answer/2412997607,东城 和平里 | 东城区 天永 | 东城区 安交,20,output/zhihu_dongcheng/markdown/224-西城陶白和东城区学期和平里、安交片区选择，选哪个更好呢，全部预算550万，孩子计划初中转校过去-2412997607.md
坐标北京，快一模考了，中考多少分能上普高啊？,私立学校指南,0,0,2026-04-03 13:08:26 CST,2026-04-03 13:08:26 CST,https://www.zhihu.com/question/2023354816898892047/answer/2023386381418861853,东城 中招,20,output/zhihu_dongcheng/markdown/664-坐标北京，快一模考了，中考多少分能上普高啊？-2023386381418861853.md
与海淀，西城，东城相比，北京各郊区的教育到底是差在哪里？为什么中高考的成绩差别那么大？,武魁首,61,68,2019-06-23 16:40:49 CST,2019-06-25 12:21:59 CST,https://www.zhihu.com/question/61663488/answer/724936669,东城 二中 | 东城 五中 | 东城区 二中,19,output/zhihu_dongcheng/markdown/308-与海淀，西城，东城相比，北京各郊区的教育到底是差在哪里？为什么中高考的成绩差别那么大？-724936669.md
北京东城区是一个怎样的存在？,会飞的皮卡Bear,41,10,2022-09-20 12:22:41 CST,2022-09-20 12:22:41 CST,https://www.zhihu.com/question/310947612/answer/2681620917,东城 北东 | 东城 和平里一小 | 东城区 171 | 东城区 1911 | 东城区 东崇前 | 东城区 中招,19,output/zhihu_dongcheng/markdown/043-北京东城区是一个怎样的存在？-2681620917.md
坐标北京海淀区，孩子学习还可以，但是小升初派位到了很一般的初中，家长心里不好受，怎么疏解自己？,山楂木,39,9,2022-07-21 09:29:29 CST,2022-07-21 09:29:29 CST,https://www.zhihu.com/question/542064648/answer/2585047681,东城 中考 | 北京东城 初中,19,output/zhihu_dongcheng/markdown/367-坐标北京海淀区，孩子学习还可以，但是小升初派位到了很一般的初中，家长心里不好受，怎么疏解自己？-2585047681.md
如何评价北京府学胡同小学？,秋天的布拉格,23,35,2024-10-10 13:47:52 CST,2024-10-10 13:52:12 CST,https://www.zhihu.com/question/433452454/answer/4673193304,东城 中考 | 东城 二中 | 东城 五中 | 东城 五中分校 | 东城 史家 | 东城 府学,19,output/zhihu_dongcheng/markdown/080-如何评价北京府学胡同小学？-4673193304.md
孩子在海淀还是东城上学好！东城是史家胡同小学；海淀是清华附小（由于是三代，初中要去清华附中上地分校）?,林殇,9,1,2021-05-06 22:24:32 CST,2021-05-06 22:24:32 CST,https://www.zhihu.com/question/457934304/answer/1872074864,东城 二中 | 东城 史家 | 东城区 二中 | 东城区 史家,19,output/zhihu_dongcheng/markdown/220-孩子在海淀还是东城上学好！东城是史家胡同小学；海淀是清华附小（由于是三代，初中要去清华附中上地分校）-1872074864.md
北京东城的老破小还能买吗？,京管家小助理,6,0,2022-11-16 17:57:59 CST,2022-11-16 17:57:59 CST,https://www.zhihu.com/question/566634296/answer/2761386438,东城 买房 上学 | 北京东城 学区房,19,output/zhihu_dongcheng/markdown/280-北京东城的老破小还能买吗？-2761386438.md
2026年了，学区房还有必要买吗？,阿宝成长之路,5,1,2026-03-30 15:06:14 CST,2026-03-30 16:06:15 CST,https://www.zhihu.com/question/2021950372881671499/answer/2021966477842989338,东城 买房 上学 | 东城区 买房 上学 | 东城区 学区房,19,output/zhihu_dongcheng/markdown/386-2026年了，学区房还有必要买吗？-2021966477842989338.md
东城西城哪几个学区性价比最高相对安全？,慢琢玖居,5,0,2025-01-20 15:11:00 CST,2025-01-20 15:11:00 CST,https://www.zhihu.com/question/470439287/answer/83278648254,东城 东朝建 | 东城 安交 | 东城 西城 学区 | 东城区 东朝建 | 东城区 学区房 | 东城区 学区选择,19,output/zhihu_dongcheng/markdown/137-东城西城哪几个学区性价比最高相对安全？-83278648254.md
你会选择丰台最好学区还是东城最差学区？,轻松家长,5,0,2022-08-11 12:44:47 CST,2022-08-11 12:44:47 CST,https://www.zhihu.com/question/475077155/answer/2621050955,东城 1911 | 东城 学区选择 | 东城 幼升小 | 东城 调剂 | 东城区 1911 | 东城区 学区选择,19,output/zhihu_dongcheng/markdown/214-你会选择丰台最好学区还是东城最差学区？-2621050955.md
关于学区房你们怎么看待？,京选置家,3,0,2023-09-08 12:53:04 CST,2023-09-08 12:53:04 CST,https://www.zhihu.com/question/620874899/answer/3202295182,东城 22中 | 东城 二中 | 东城 五中 | 东城区 22中,19,output/zhihu_dongcheng/markdown/304-关于学区房你们怎么看待？-3202295182.md
西城陶白和东城区学期和平里、安交片区选择，选哪个更好呢，全部预算550万，孩子计划初中转校过去?,这是谁的部将,3,1,2021-06-16 15:48:28 CST,2021-06-16 15:48:28 CST,https://www.zhihu.com/question/462737988/answer/1943391387,东城 和平里 | 东城 和平里一小 | 东城 安交 | 东城区 初中 | 东城区 和平里 | 东城区 和平里一小,19,output/zhihu_dongcheng/markdown/195-西城陶白和东城区学期和平里、安交片区选择，选哪个更好呢，全部预算550万，孩子计划初中转校过去-1943391387.md
东莞哪个区域的「小学」比较好？哪些小区属于「学区房」？,大龙哥的哥,2,0,2024-04-22 17:45:25 CST,2024-04-22 17:45:25 CST,https://www.zhihu.com/question/526741795/answer/3474839039,东城 小学,19,output/zhihu_dongcheng/markdown/636-东莞哪个区域的「小学」比较好？哪些小区属于「学区房」？-3474839039.md
北京东城区史家实验小学原曙光小学好么？,等待最好的安排,1,4,2020-08-05 21:32:16 CST,2020-08-06 20:43:26 CST,https://www.zhihu.com/question/31410725/answer/1387094435,东城 初中 | 东城 史家 | 东城区 初中 | 东城区 史家 | 北京东城 初中 | 北京东城区 初中,19,output/zhihu_dongcheng/markdown/113-北京东城区史家实验小学原曙光小学好么？-1387094435.md
怎么看北京东城区即将新开的天坛府这个楼盘？,北京中弘安居大数据,1,0,2025-11-02 12:15:24 CST,2025-11-02 12:15:24 CST,https://www.zhihu.com/question/454962658/answer/1968290082227229102,东城 天坛 永定门 | 东城区 天坛 永定门,19,output/zhihu_dongcheng/markdown/283-怎么看北京东城区即将新开的天坛府这个楼盘？-1968290082227229102.md
2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？,我叫小博,0,0,2022-10-14 15:48:16 CST,2022-10-14 15:48:34 CST,https://www.zhihu.com/question/556040068/answer/2715227785,东城 幼升小 | 东城区 和平里 | 东城区 幼升小,19,output/zhihu_dongcheng/markdown/161-2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？-2715227785.md
北京东城和平里学区的集体户口，是否还有必要买丰台或朝阳的非学区房?,劝你别买房,0,0,2025-12-11 19:54:56 CST,2025-12-11 19:54:56 CST,https://www.zhihu.com/question/644642728/answer/1982538854826263872,东城 买房 上学 | 东城 和平里 | 东城区 买房 上学 | 东城区 和平里,19,output/zhihu_dongcheng/markdown/203-北京东城和平里学区的集体户口，是否还有必要买丰台或朝阳的非学区房-1982538854826263872.md
北京市政府为何选址通州？,秋天的布拉格,579,55,2026-04-23 01:04:33 CST,2026-04-23 01:52:15 CST,https://www.zhihu.com/question/665805149/answer/2030451970226565548,东城 166中学 | 东城 二中 | 东城 五中 | 东城 景山 东华门 | 东城区 166中学 | 东城区 1911,18,output/zhihu_dongcheng/markdown/128-北京市政府为何选址通州？-2030451970226565548.md
怎么评价2025北京中考取消化学、生物、地理、历史，只保留数学、语文、英语、物理、体育、道德与法治？,秋天的布拉格,52,34,2025-04-25 09:38:32 CST,2025-04-25 09:38:32 CST,https://www.zhihu.com/question/662904767/answer/1899034521720037546,东城 中考,18,output/zhihu_dongcheng/markdown/686-怎么评价2025北京中考取消化学、生物、地理、历史，只保留数学、语文、英语、物理、体育、道德与法治？-1899034521720037546.md
外省到北京读初中，选择朝阳还是西城？,秋天的布拉格,51,9,2025-07-10 14:11:27 CST,2025-07-10 14:11:27 CST,https://www.zhihu.com/question/1921620402616140772/answer/1926644681669846253,东城 171 | 东城 中考 | 东城 二中 | 东城 五中 | 东城 初中 | 东城 景山 东华门,18,output/zhihu_dongcheng/markdown/129-外省到北京读初中，选择朝阳还是西城？-1926644681669846253.md
如果可以是去远一点好的小学，还是去近一点一般的小学?,楚涵,28,13,2024-10-17 14:02:27 CST,2024-10-17 14:02:27 CST,https://www.zhihu.com/question/656494778/answer/7641503907,北京东城 小学,18,output/zhihu_dongcheng/markdown/690-如果可以是去远一点好的小学，还是去近一点一般的小学-7641503907.md
26年入学，640万预算，朝阳学区怎么选？,北京叮当,7,2,2023-08-28 21:11:21 CST,2023-08-28 21:11:21 CST,https://www.zhihu.com/question/619568534/answer/3186838399,东城 朝阳 学区,18,output/zhihu_dongcheng/markdown/613-26年入学，640万预算，朝阳学区怎么选？-3186838399.md
京籍，朝阳工居，预算1000万，求推荐适合自住的学区房?,房产有财华,4,0,2022-01-09 12:12:21 CST,2022-01-10 11:28:53 CST,https://www.zhihu.com/question/465371031/answer/2303634824,东城 龙体,18,output/zhihu_dongcheng/markdown/626-京籍，朝阳工居，预算1000万，求推荐适合自住的学区房-2303634824.md
想问下，如果孩子想上学，西城广外和东城和平的房子，同样的老破小，买哪个好一些？,hhhhlc,4,0,2021-12-28 12:40:32 CST,2021-12-28 12:40:32 CST,https://www.zhihu.com/question/508467824/answer/2288939767,东城 171 | 东城 171中学 | 东城 和平里一小 | 东城区 和平里 | 东城区 和平里一小,18,output/zhihu_dongcheng/markdown/234-想问下，如果孩子想上学，西城广外和东城和平的房子，同样的老破小，买哪个好一些？-2288939767.md
北京东城和平里学区的集体户口，是否还有必要买丰台或朝阳的非学区房?,京选置家,3,4,2024-02-19 16:46:55 CST,2024-02-19 16:46:55 CST,https://www.zhihu.com/question/644642728/answer/3401342533,东城区 和平里 | 东城区 和平里一小 | 东城区 调剂,18,output/zhihu_dongcheng/markdown/296-北京东城和平里学区的集体户口，是否还有必要买丰台或朝阳的非学区房-3401342533.md
在北京没有北京户口，没有房，孩子上学会遇到哪些问题，怎么办？,任威康,3,0,2026-03-18 13:01:59 CST,2026-03-18 13:01:59 CST,https://www.zhihu.com/question/276395432/answer/2017586552545486780,东城 买房 上学,18,output/zhihu_dongcheng/markdown/633-在北京没有北京户口，没有房，孩子上学会遇到哪些问题，怎么办？-2017586552545486780.md
北京中考校额到校是不是一个合理的政策？凭什么初中在好学校中考的学生就得吃亏？,何必,2,2,2022-07-05 16:30:16 CST,2022-07-05 16:30:16 CST,https://www.zhihu.com/question/426258477/answer/2559836416,东城 校额到校 | 东城区 校额到校 | 北京东城区 初中,18,output/zhihu_dongcheng/markdown/333-北京中考校额到校是不是一个合理的政策？凭什么初中在好学校中考的学生就得吃亏？-2559836416.md
北京买哪里的学区房性价比高？,云上观房,2,0,2026-04-15 21:34:32 CST,2026-04-15 21:34:32 CST,https://www.zhihu.com/question/504311445/answer/2027862403606430570,东城 朝阳 学区 | 东城区 买房 上学 | 北京东城 学区房 | 北京学区 东城 西城 海淀,18,output/zhihu_dongcheng/markdown/361-北京买哪里的学区房性价比高？-2027862403606430570.md
北京学区房，600万预算，买东城最差还是丰台较好？,西西侃房,2,0,2022-03-16 15:18:29 CST,2022-03-16 15:30:49 CST,https://www.zhihu.com/question/521165950/answer/2391962741,北京东城 学区房,18,output/zhihu_dongcheng/markdown/581-北京学区房，600万预算，买东城最差还是丰台较好？-2391962741.md
北京东城区有哪些性价比高的住宅小区推荐？,小区污染源查询,1,0,2024-01-26 16:40:27 CST,2024-01-26 16:40:27 CST,https://www.zhihu.com/question/609314890/answer/3376975739,东城 天坛 永定门 | 东城区 天坛 永定门,18,output/zhihu_dongcheng/markdown/282-北京东城区有哪些性价比高的住宅小区推荐？-3376975739.md
北京东城区史家实验小学原曙光小学好么？,葫芦,0,0,2022-09-02 09:52:40 CST,2022-09-02 09:52:40 CST,https://www.zhihu.com/question/31410725/answer/2656305711,东城 二中 | 东城 史家 | 东城区 二中 | 东城区 史家 | 东城区 小学 | 北京东城区 小学,18,output/zhihu_dongcheng/markdown/123-北京东城区史家实验小学原曙光小学好么？-2656305711.md
想买北京东城房子，请问东城小学初中高中有坑吗？,任昊天,0,0,2021-05-13 19:27:42 CST,2021-05-13 19:27:42 CST,https://www.zhihu.com/question/459111142/answer/1884448478,东城 小学 | 北京东城 小学,18,output/zhihu_dongcheng/markdown/319-想买北京东城房子，请问东城小学初中高中有坑吗？-1884448478.md
为什么国内很多高校都有自己的附属中学、小学？,秋天的布拉格,192,20,2023-12-03 18:05:52 CST,2023-12-04 10:48:02 CST,https://www.zhihu.com/question/39786594/answer/3311815489,东城 府学,17,output/zhihu_dongcheng/markdown/490-为什么国内很多高校都有自己的附属中学、小学？-3311815489.md
在东莞市东华高级中学就读是怎样的体验？,阿兜兜兜,54,23,2022-07-20 01:19:18 CST,2022-07-22 15:20:52 CST,https://www.zhihu.com/question/28741188/answer/2583083216,东城 中考,17,output/zhihu_dongcheng/markdown/598-在东莞市东华高级中学就读是怎样的体验？-2583083216.md
北京有哪些豪门小学和豪门中学？各自有什么特色？,沈晓蓓,25,0,2017-08-18 10:40:11 CST,2017-08-18 10:40:12 CST,https://www.zhihu.com/question/24402169/answer/216244396,东城 二中 | 东城 五中 | 东城 史家 | 东城区 五中 | 北京东城 学校,17,output/zhihu_dongcheng/markdown/217-北京有哪些豪门小学和豪门中学？各自有什么特色？-216244396.md
到底要不要买北京学区房？,汤有为,7,3,2025-11-11 16:54:29 CST,2025-11-11 16:54:29 CST,https://www.zhihu.com/question/638488455/answer/1971621806474498256,北京学区 东城 西城 海淀,17,output/zhihu_dongcheng/markdown/698-到底要不要买北京学区房？-1971621806474498256.md
在北京一七一中学读书是怎样的体验？,潇城,7,10,2020-03-10 16:49:23 CST,2022-09-28 09:03:03 CST,https://www.zhihu.com/question/62867988/answer/1069283656,东城 171中学 | 东城区 171中学,17,output/zhihu_dongcheng/markdown/534-在北京一七一中学读书是怎样的体验？-1069283656.md
预算650万左右，西城学区陶白，广外，东城龙体，哪个最好？,王者之风,3,0,2021-07-21 17:06:22 CST,2021-07-21 17:06:22 CST,https://www.zhihu.com/question/449963116/answer/2011531949,东城 龙体 | 东城区 龙体,17,output/zhihu_dongcheng/markdown/399-预算650万左右，西城学区陶白，广外，东城龙体，哪个最好？-2011531949.md
2026年了，学区房还有必要买吗？,芝麻,2,4,2026-03-31 10:30:32 CST,2026-03-31 10:30:32 CST,https://www.zhihu.com/question/2021950372881671499/answer/2022259484077114012,东城 买房 上学,17,output/zhihu_dongcheng/markdown/509-2026年了，学区房还有必要买吗？-2022259484077114012.md
作为一个应届生，北京东城区166中学和丰台区12中学的老师职位，建议选哪个？,老朱,2,0,2025-05-09 08:05:03 CST,2025-05-09 08:05:03 CST,https://www.zhihu.com/question/1903865767360964453/answer/1904084425890861186,东城 166中学 | 东城 22中 | 东城区 166中学,17,output/zhihu_dongcheng/markdown/160-作为一个应届生，北京东城区166中学和丰台区12中学的老师职位，建议选哪个？-1904084425890861186.md
作为一个应届生，北京东城区166中学和丰台区12中学的老师职位，建议选哪个？,ppxia1528,1,0,2025-05-14 09:29:59 CST,2025-05-14 09:29:59 CST,https://www.zhihu.com/question/1903865767360964453/answer/1905917741120071388,东城 166中学 | 东城区 166中学,17,output/zhihu_dongcheng/markdown/206-作为一个应届生，北京东城区166中学和丰台区12中学的老师职位，建议选哪个？-1905917741120071388.md
孩子2025年上小学，东城西城选哪个小学？,三人行,1,0,2025-01-13 15:02:30 CST,2025-01-13 15:02:30 CST,https://www.zhihu.com/question/9342461525/answer/78164546799,东城 西城 学区,17,output/zhihu_dongcheng/markdown/468-孩子2025年上小学，东城西城选哪个小学？-78164546799.md
北京东城区史家实验小学原曙光小学好么？,西门大叔,0,3,2020-04-18 15:30:27 CST,2020-04-18 15:30:27 CST,https://www.zhihu.com/question/31410725/answer/1162366354,东城区 史家,17,output/zhihu_dongcheng/markdown/230-北京东城区史家实验小学原曙光小学好么？-1162366354.md
北京市东城区2024年中考616分区排名2626能进北京市景山中学或一六六中学吗？,tboxi,0,0,2024-07-20 10:22:39 CST,2024-07-20 10:22:39 CST,https://www.zhihu.com/question/662017348/answer/3567652760,东城 166中学 | 东城 中考 | 东城区 166中学 | 东城区 中招 | 东城区 中考,17,output/zhihu_dongcheng/markdown/185-北京市东城区2024年中考616分区排名2626能进北京市景山中学或一六六中学吗？-3567652760.md
求问北京东城区府学小学和花市小学如何选择？,知乎用户B8bySO,0,0,2021-11-02 23:46:23 CST,2021-11-02 23:46:23 CST,https://www.zhihu.com/question/403494821/answer/2203110146,东城 府学 | 东城区 府学,17,output/zhihu_dongcheng/markdown/210-求问北京东城区府学小学和花市小学如何选择？-2203110146.md
非京籍幼升小，社保在东城，单位在朝阳，东城租房，可以在东城上学吗？,智力乐园,0,0,2023-10-28 11:42:02 CST,2023-10-28 11:42:02 CST,https://www.zhihu.com/question/628141810/answer/3267664334,东城 幼升小 | 东城区 幼升小 | 北京东城 幼升小,17,output/zhihu_dongcheng/markdown/365-非京籍幼升小，社保在东城，单位在朝阳，东城租房，可以在东城上学吗？-3267664334.md
北京西城2025年小升初，你们会告诉孩子真相吗？中考和高考也有吗?,秋天的布拉格,32,10,2025-07-19 18:33:27 CST,2025-07-19 18:33:27 CST,https://www.zhihu.com/question/1928957006171046371/answer/1929972107061737322,北京东城 小升初,16,output/zhihu_dongcheng/markdown/602-北京西城2025年小升初，你们会告诉孩子真相吗？中考和高考也有吗-1929972107061737322.md
